,clusters,silhouette_score,method,linkage,return_mode,window_size,df_mode,inertia,entropy,silhouette_norm,entropy_norm_clusters,ari_mean,nmi_mean
0,2,0.0834308697497937,kshape,not_applicable,geometric,1,weekly,0.2918610113951709,0.9144,0.8186184872775982,0.9144,0.29081338150706043,0.2278557574486325
1,3,0.0922789419529256,kshape,not_applicable,geometric,1,weekly,0.2487250326219726,1.5558,0.8399490533904195,0.9816005106064736,0.3513815085020696,0.31503710322135303
2,4,0.1058271825658399,kshape,not_applicable,geometric,1,weekly,0.2191129980559986,1.9711,0.8726105908950392,0.98555,0.3616378955924633,0.3540050495058691
3,5,0.113882310728465,kshape,not_applicable,geometric,1,weekly,0.1998319324446475,2.217,0.89202956034686,0.9548099292487126,0.48681714642454577,0.46349044658787864
4,6,0.1199665389741515,kshape,not_applicable,geometric,1,weekly,0.1885652495840846,2.4359,0.9066971658840495,0.9423347531426199,0.37532936336152734,0.4372094953366049
5,7,0.1233200082331038,kshape,not_applicable,geometric,1,weekly,0.1763107666679013,2.6758,0.9147815707231144,0.9531391912636458,0.505862033656646,0.5625403243397538
6,8,0.1194384769581376,kshape,not_applicable,geometric,1,weekly,0.1708660405237149,2.8247,0.9054241358402544,0.9415666666666667,0.4431896536610903,0.5348380384824367
7,9,0.1111516968811996,kshape,not_applicable,geometric,1,weekly,0.1580141871290165,2.9792,0.8854467095449572,0.9398329609200431,0.43142191008986697,0.5491487655940213
8,10,0.104327691522854,kshape,not_applicable,geometric,1,weekly,0.1500360259160125,3.1504,0.8689956799750456,0.9483648983398064,0.5139792302485233,0.6155276260210403
9,2,0.0964183636252246,kshape,not_applicable,geometric,1,3day,0.3001150379324833,0.9872,0.8499281997652156,0.9872,0.40125730030896467,0.33009443280229744
10,3,0.1005365906753624,kshape,not_applicable,geometric,1,3day,0.265990075228358,1.5335,0.859856251022469,0.9675307771018301,0.4477607897426191,0.41464843805920093
11,4,0.1310846668802215,kshape,not_applicable,geometric,1,3day,0.2299257253401344,1.8671,0.933500288293842,0.93355,0.5115342598260417,0.5213711706055024
12,5,0.1352193775601204,kshape,not_applicable,geometric,1,3day,0.2100588079868043,2.0387,0.9434680776032187,0.8780202989442265,0.7652287829225157,0.7395192702825468
13,6,0.1464681270344485,kshape,not_applicable,geometric,1,3day,0.1970372640150795,2.4655,0.9705860970813811,0.9537855962367623,0.5509269124185139,0.5933924835898259
14,7,0.1386319843704558,kshape,not_applicable,geometric,1,3day,0.1856246754027296,2.539,0.9516950488025673,0.9044100480672683,0.540173701976566,0.6124602338077292
15,8,0.1107960362663125,kshape,not_applicable,geometric,1,3day,0.1816290651615207,2.722,0.8845892976607177,0.9073333333333333,0.5458280130495642,0.6180667291605428
16,9,0.112755031654804,kshape,not_applicable,geometric,1,3day,0.1756129621104085,2.8676,0.8893119626310757,0.9046270806707557,0.5333278113130482,0.630370702409862
17,10,0.1217140042769175,kshape,not_applicable,geometric,1,3day,0.1651383556262135,3.0539,0.9109098828821451,0.9193155037582322,0.5644631453073901,0.6888001988974578
18,2,0.0940349290254008,kshape,not_applicable,geometric,1,full,0.3088778085900214,0.998,0.844182314318086,0.998,0.5882831883146942,0.5144174688427814
19,3,0.1332211922242039,kshape,not_applicable,geometric,1,full,0.257678904434037,1.5071,0.9386509351302685,0.9508742316075436,0.7830823773396345,0.7289498495598619
20,4,0.139017912983354,kshape,not_applicable,geometric,1,full,0.2330429069931536,1.9199,0.9526254295231655,0.95995,0.6833411430201464,0.6727237698256072
21,5,0.1583679485909457,kshape,not_applicable,geometric,1,full,0.2055304480120889,2.1837,0.9992736941775927,0.9404683998648684,0.8028011476726098,0.7948099724752565
22,6,0.1479958914282822,kshape,not_applicable,geometric,1,full,0.1955946757661963,2.4013,0.9742691682249404,0.9289496460123048,0.6640537314770993,0.6663886777020132
23,7,0.1586692254686537,kshape,not_applicable,geometric,1,full,0.1884694621534645,2.5551,1.0,0.9101449837797074,0.6541609614909422,0.7311990336936111
24,8,0.1357401422256559,kshape,not_applicable,geometric,1,full,0.1864563254043562,2.73,0.9447235154966271,0.91,0.5859504846931176,0.6914775028065552
25,9,0.1569849014901252,kshape,not_applicable,geometric,1,full,0.172015467377678,2.8237,0.9959395014920092,0.8907781725798622,0.8457225405616318,0.8429680808844334
26,10,0.1334239540330476,kshape,not_applicable,geometric,1,full,0.1667120198635153,3.0231,0.9391397449036749,0.9100437798917815,0.6377535778096268,0.7220543820531189
27,2,0.0824397681774271,kshape,not_applicable,geometric,7,weekly,0.1803218269227574,0.998,0.8162291806435041,0.998,0.11072455758989747,0.08794085843209462
28,3,0.0742553021855786,kshape,not_applicable,geometric,7,weekly,0.1601255670611277,1.5756,0.7964984089082254,0.9940929197271884,0.08114581219259509,0.08701534888286944
29,4,0.0729840390064449,kshape,not_applicable,geometric,7,weekly,0.1377410833198209,1.9997,0.7934337002726304,0.99985,0.11732150824746143,0.14157011125622826
30,5,0.0887718362834985,kshape,not_applicable,geometric,7,weekly,0.1285730665093107,2.2654,0.8314942682542984,0.9756546746594648,0.1967587545650307,0.240424198005808
31,6,0.0729834898246223,kshape,not_applicable,geometric,7,weekly,0.1173084307569709,2.5322,0.7934323763278313,0.9795886784793062,0.1632697172211336,0.23609117186927975
32,7,0.0743363368153984,kshape,not_applicable,geometric,7,weekly,0.1121852047279097,2.7345,0.7966937638385556,0.9740485531468867,0.166783332521503,0.2712517565755345
33,8,0.0725314450320796,kshape,not_applicable,geometric,7,weekly,0.1066226951862479,2.8549,0.792342605458887,0.9516333333333334,0.19227658228789696,0.3158824495149716
34,9,0.0766699340223944,kshape,not_applicable,geometric,7,weekly,0.1017687973959344,2.9884,0.8023195033625734,0.9427352377864717,0.1726794268963086,0.32955003643924485
35,10,0.1077424574833659,kshape,not_applicable,geometric,7,weekly,0.0982337793616143,3.2294,0.87722785636424,0.9721462679972609,0.1896723850098579,0.35869540476952166
36,2,0.0788769882469674,kshape,not_applicable,geometric,7,3day,0.2362051341965155,0.9824,0.807640178304079,0.9824,0.1949859876247867,0.15411106780415948
37,3,0.0811453233798555,kshape,not_applicable,geometric,7,3day,0.2120188112117772,1.526,0.8131085867220141,0.9627988039500441,0.26006236752653455,0.2376224736408885
38,4,0.0771138214999623,kshape,not_applicable,geometric,7,3day,0.1877694023613293,1.9864,0.8033896089143301,0.9932,0.2386919082990119,0.25005277065393766
39,5,0.0981800563614831,kshape,not_applicable,geometric,7,3day,0.1719307054260883,2.2711,0.8541752156708879,0.978109531040483,0.27652230118923077,0.30759119003825697
40,6,0.0962829137496212,kshape,not_applicable,geometric,7,3day,0.1622299691865052,2.4575,0.8496016628134139,0.950690773778886,0.24834830553731374,0.3239396816112342
41,7,0.1100605768333072,kshape,not_applicable,geometric,7,3day,0.1532328194575641,2.6934,0.8828162825113313,0.9594084377567469,0.28485791192666554,0.3821006992727214
42,8,0.1188454318994872,kshape,not_applicable,geometric,7,3day,0.1423522965993541,2.8535,0.9039944473678947,0.9511666666666666,0.27707247001429747,0.38622978568218513
43,9,0.118517257551598,kshape,not_applicable,geometric,7,3day,0.1299933292793867,3.0734,0.9032032982380646,0.9695497523132587,0.2487444866824361,0.3798864618928591
44,10,0.1204315453787678,kshape,not_applicable,geometric,7,3day,0.1258579513400995,3.216,0.9078181840707051,0.9681124660553636,0.21538071966850975,0.3942765429591027
45,2,0.104348739997434,kshape,not_applicable,geometric,7,full,0.2546929459739617,0.9084,0.8690464227660508,0.9084,0.4036124083948156,0.3258518205510638
46,3,0.1050321071226856,kshape,not_applicable,geometric,7,full,0.2213921004474202,1.5116,0.8706938559367869,0.9537134154986152,0.4558224314837355,0.40829269218868736
47,4,0.1102308110943882,kshape,not_applicable,geometric,7,full,0.2019668762171099,1.9096,0.8832266762193945,0.9548,0.4717765377333812,0.4633703137350173
48,5,0.1191842694324687,kshape,not_applicable,geometric,7,full,0.1812851204209891,2.1949,0.9048113028628362,0.9452919773152905,0.5389778590991934,0.5415105960172334
49,6,0.1214512966721082,kshape,not_applicable,geometric,7,full,0.1717841506730376,2.4047,0.9102765582658809,0.9302649455569022,0.4150237168348523,0.4747073460572837
50,7,0.1244400055939808,kshape,not_applicable,geometric,7,full,0.1603040901193937,2.6429,0.9174816139872184,0.9414199748077918,0.40382724975252965,0.5136998748942777
51,8,0.1169562385083475,kshape,not_applicable,geometric,7,full,0.1548348090254877,2.756,0.8994400581626002,0.9186666666666666,0.3814576187949005,0.49225756076460586
52,9,0.1103101642803368,kshape,not_applicable,geometric,7,full,0.1470514658694356,2.993,0.8834179775944603,0.944186376219686,0.441599027563223,0.5485669178310784
53,10,0.1147585444252749,kshape,not_applicable,geometric,7,full,0.1413474289492668,3.0424,0.8941419482626671,0.9158536588080965,0.40654841623265164,0.5660115320325101
54,2,0.0679428408513581,kshape,not_applicable,geometric,10,weekly,0.1580752144475831,0.9971,0.7812805884911906,0.9971,0.11117313627987496,0.08801723579992393
55,3,0.0745329025413325,kshape,not_applicable,geometric,10,weekly,0.1334741992116311,1.5846,0.7971676363518323,0.9997712875093315,0.11516217199509508,0.11778657621073968
56,4,0.0596817375613522,kshape,not_applicable,geometric,10,weekly,0.1277734084174487,1.9856,0.7613650627306819,0.9928,0.1462114260458987,0.17315455124518542
57,5,0.0691103828613738,kshape,not_applicable,geometric,10,weekly,0.1153514217491361,2.2003,0.7840952504268518,0.9476176307288867,0.14266301030863404,0.19234008892797333
58,6,0.0703555768885787,kshape,not_applicable,geometric,10,weekly,0.1006943961070195,2.5695,0.7870971126303702,0.9940182881891547,0.13164185307987603,0.22092628544403048
59,7,0.068911849938713,kshape,not_applicable,geometric,10,weekly,0.0954034066655979,2.7563,0.7836166354771581,0.9818138698258415,0.11774980660600201,0.2266379818102808
60,8,0.0618867749393584,kshape,not_applicable,geometric,10,weekly,0.0888794916665972,2.8797,0.7666808755419917,0.9599000000000001,0.12031357083145723,0.2570215208215887
61,9,0.0677859032068479,kshape,not_applicable,geometric,10,weekly,0.0847325720116996,3.0763,0.7809022497158097,0.9704646004559373,0.14780923741849744,0.3070524081209149
62,10,0.0539780976368832,kshape,not_applicable,geometric,10,weekly,0.0813129263738607,3.2449,0.7476149637600216,0.9768122329300526,0.15056424745478691,0.3278253183330266
63,2,0.0777548960020724,kshape,not_applicable,geometric,10,3day,0.2238133156032237,0.9703,0.804935084780323,0.9703,0.17686972660922579,0.14426390497706715
64,3,0.0779241124085133,kshape,not_applicable,geometric,10,3day,0.1937441845389473,1.5039,0.8053430246865643,0.9488552563961149,0.18578610612825633,0.18386485660641833
65,4,0.0786853362092191,kshape,not_applicable,geometric,10,3day,0.1741482962109797,1.9322,0.8071781515068293,0.9661,0.24669121041089806,0.2592888659827578
66,5,0.0742164685019895,kshape,not_applicable,geometric,10,3day,0.1595346065870188,2.2706,0.7964047902717377,0.9778941927614463,0.21052025426945375,0.25455608780658023
67,6,0.0947459085409548,kshape,not_applicable,geometric,10,3day,0.1474011316818461,2.4949,0.845896314296072,0.9651590687694578,0.21550082183257752,0.29225614457451987
68,7,0.0765646395825976,kshape,not_applicable,geometric,10,3day,0.1458445943771875,2.6864,0.8020656638868282,0.9569149874469907,0.23226377598973394,0.3368132749424225
69,8,0.0981591943187753,kshape,not_applicable,geometric,10,3day,0.1309437638653449,2.8503,0.854124922322121,0.9501,0.23311492479558543,0.36331343312558434
70,9,0.097696540724686,kshape,not_applicable,geometric,10,3day,0.1271144155735039,3.0746,0.8530095761936657,0.9699283101654017,0.21437400694865702,0.35902043969725644
71,10,0.1093863404648765,kshape,not_applicable,geometric,10,3day,0.1164645159166391,3.2651,0.8811908613910799,0.982893038842465,0.2576782203070593,0.4277545638652551
72,2,0.0848323970060326,kshape,not_applicable,geometric,10,full,0.2471060798968972,0.9946,0.8219972311566934,0.9946,0.3177487873863417,0.25145704817698467
73,3,0.0970278054324313,kshape,not_applicable,geometric,10,full,0.2130387695494206,1.5236,0.8513974168400873,0.9612845725414727,0.3149655471855844,0.2905218162994929
74,4,0.0910567182828319,kshape,not_applicable,geometric,10,full,0.1972749964484555,1.9174,0.8370025671727368,0.9587,0.28286391207360934,0.2994042328255183
75,5,0.1076961009042431,kshape,not_applicable,geometric,10,full,0.179591060388845,2.238,0.8771161018426853,0.9638541369682537,0.37661099606919024,0.4116761114675277
76,6,0.1067619763746175,kshape,not_applicable,geometric,10,full,0.1685483578720443,2.4376,0.8748641531040964,0.9429924029149187,0.34808265967308627,0.395601981244843
77,7,0.1232414036194546,kshape,not_applicable,geometric,10,full,0.1544690788453507,2.6741,0.9145920739751534,0.9525336390455621,0.3761987224024854,0.4564873320536042
78,8,0.1157447637058952,kshape,not_applicable,geometric,10,full,0.1490427425482406,2.8443,0.8965194848699706,0.9481,0.38988709634507984,0.4805382678662375
79,9,0.1132762654474763,kshape,not_applicable,geometric,10,full,0.1416877360437706,3.0255,0.8905685314767613,0.9544389847152224,0.38015053435202467,0.5000535445535851
80,10,0.1241887976849979,kshape,not_applicable,geometric,10,full,0.136730649087175,3.1101,0.9168760123615075,0.936233389514548,0.3144139298880098,0.4915081106691852
81,2,0.0869009472630552,kshape,not_applicable,geometric,14,weekly,0.1263915620624725,0.9988,0.8269840064679862,0.9988,0.058135754760988784,0.040825660367934224
82,3,0.0697804698431889,kshape,not_applicable,geometric,14,weekly,0.1089613976385091,1.5813,0.7857106683776556,0.9976892193225456,0.1068404478949488,0.12300458144976617
83,4,0.0459857157905624,kshape,not_applicable,geometric,14,weekly,0.0973391659440578,1.9493,0.7283472605295356,0.97465,0.12526503157140112,0.16531723263318068
84,5,0.0435032288865616,kshape,not_applicable,geometric,14,weekly,0.0891045116448667,2.2405,0.7223625838887575,0.9649308283634371,0.13202460965982002,0.1708279460696778
85,6,0.0586162785983631,kshape,not_applicable,geometric,14,weekly,0.0821033152337539,2.4663,0.7587964983780433,0.9540950784825499,0.15529607216567867,0.2322602636741605
86,7,0.0538185728390514,kshape,not_applicable,geometric,14,weekly,0.0744586154263539,2.7278,0.7472303879825339,0.9716619649932627,0.11383608758157569,0.23083869051210792
87,8,0.0492530823259286,kshape,not_applicable,geometric,14,weekly,0.0689523800527499,2.9473,0.7362240924876631,0.9824333333333333,0.13173638634646284,0.27874986225529014
88,9,0.0609960282449404,kshape,not_applicable,geometric,14,weekly,0.065104936393823,3.1287,0.7645335002924617,0.9869949599995095,0.1341531082862216,0.2942436691863962
89,10,0.0559618634491609,kshape,not_applicable,geometric,14,weekly,0.0637595341336262,3.2876,0.7523973442424238,0.9896662137449046,0.14204110919468826,0.32971807427768
90,2,0.0817180704682877,kshape,not_applicable,geometric,14,3day,0.202719083776375,0.998,0.8144893416882094,0.998,0.17438333014272148,0.14125346382891868
91,3,0.0703677449792283,kshape,not_applicable,geometric,14,3day,0.1711769508022692,1.5637,0.7871264469594884,0.9865848556596881,0.11117514146468814,0.11915271481847281
92,4,0.0847902689017467,kshape,not_applicable,geometric,14,3day,0.1491141720288916,1.9187,0.8218956704671955,0.95935,0.18873841093239496,0.2234420225580463
93,5,0.07218863907143,kshape,not_applicable,geometric,14,3day,0.1370199999601071,2.2861,0.7915161830428361,0.9845696794115838,0.1984377470517163,0.24439785166922137
94,6,0.0814133090718516,kshape,not_applicable,geometric,14,3day,0.1237893286376728,2.5419,0.8137546355323289,0.9833411507094814,0.1746878968505075,0.24202970840144988
95,7,0.0836440331961495,kshape,not_applicable,geometric,14,3day,0.1208016752345772,2.7097,0.8191323728880389,0.9652146149066078,0.1875114266035736,0.30124723570526335
96,8,0.1030288156973839,kshape,not_applicable,geometric,14,3day,0.1119467447688161,2.8081,0.8658644039149646,0.9360333333333334,0.19368315830226684,0.3292134170448827
97,9,0.0868936125953478,kshape,not_applicable,geometric,14,3day,0.1110445281116854,3.0572,0.8269663243547691,0.9644392213093299,0.21060018376414577,0.3540502718087335
98,10,0.0986986675148927,kshape,not_applicable,geometric,14,3day,0.103921910158291,3.24,0.8554254619664295,0.9753371859512991,0.23385418439720965,0.4022722439539693
99,2,0.080817707378065,kshape,not_applicable,geometric,14,full,0.2335366819391052,0.9946,0.8123187836298403,0.9946,0.23373402789628442,0.1864940072115595
100,3,0.0883384817107118,kshape,not_applicable,geometric,14,full,0.2020235597592609,1.5335,0.8304495549932733,0.9675307771018301,0.17016925201292749,0.169731209082026
101,4,0.085957272810471,kshape,not_applicable,geometric,14,full,0.1854242170521929,1.9907,0.8247090351705433,0.99535,0.28632535715636565,0.3042096912437551
102,5,0.0994922950272156,kshape,not_applicable,geometric,14,full,0.1738562325271132,2.2417,0.857338706312985,0.9654476402331252,0.3191403391376489,0.36624153270711585
103,6,0.0885529351728458,kshape,not_applicable,geometric,14,full,0.1606369243654134,2.52,0.8309665505203389,0.9748690742310449,0.2918110066155588,0.3625899038764272
104,7,0.0970909918546283,kshape,not_applicable,geometric,14,full,0.1511547075474241,2.7471,0.8515497440504857,0.9785367637044478,0.2903289956213044,0.3925153058136034
105,8,0.127259925738899,kshape,not_applicable,geometric,14,full,0.1369807354639513,2.8707,0.9242797607137745,0.9569,0.2596810190266947,0.35853362556643004
106,9,0.1224717555974922,kshape,not_applicable,geometric,14,full,0.1327059275556291,3.0321,0.912736638391088,0.9565210529020081,0.24944274741344824,0.4014238200421322
107,10,0.1225884217304135,kshape,not_applicable,geometric,14,full,0.1235600655037236,3.1888,0.9130178922737726,0.9599244501733033,0.2294133856853261,0.40797388616609104
108,2,0.1264970768084765,kshape,not_applicable,geometric,30,weekly,0.0724999162241991,0.8598,0.922440716098077,0.8598,0.05368268374465682,0.04676022552185629
109,3,0.0579367125257154,kshape,not_applicable,geometric,30,weekly,0.0658806007573449,1.4337,0.7571582286275421,0.9045639876953986,0.12007664009078864,0.13648142756169362
110,4,0.030936008725702,kshape,not_applicable,geometric,30,weekly,0.0531011341357235,1.8644,0.6920660498707927,0.9322,0.13103914881160378,0.1709738225541391
111,5,0.0053910874828117,kshape,not_applicable,geometric,30,weekly,0.0461544364021787,2.2321,0.6304834114260691,0.9613131452756207,0.11350653480480921,0.17954492458194624
112,6,0.014622542424897,kshape,not_applicable,geometric,30,weekly,0.0448411633246979,2.4428,0.6527382207719942,0.9450040375125383,0.12993274745035577,0.22141504183912047
113,7,-0.0146313006288642,kshape,not_applicable,geometric,30,weekly,0.0404278991085906,2.4965,0.5822142671935556,0.8892712426151774,0.11490560396435472,0.23879263573677031
114,8,-0.0157743070237606,kshape,not_applicable,geometric,30,weekly,0.0386779324600761,2.7273,0.5794587547029268,0.9091,0.13729479216123736,0.2739237218037268
115,9,-0.0376486376038896,kshape,not_applicable,geometric,30,weekly,0.0354900006501265,2.9456,0.5267250242471571,0.9292333410600426,0.08473726385653602,0.24803791675464923
117,2,0.0856669792897902,kshape,not_applicable,geometric,30,3day,0.1351543180879853,0.9994,0.8240092075704912,0.9994,0.07197789530024883,0.05778251507717942
118,3,0.0755039531897172,kshape,not_applicable,geometric,30,3day,0.1125597542963128,1.5721,0.7995086050485994,0.9918846655896884,0.09016876206333443,0.09838325004551883
119,4,0.063345612691338,kshape,not_applicable,geometric,30,3day,0.105640534794172,1.8903,0.7701977811912772,0.94515,0.13166612299930458,0.16581216834797943
120,5,0.0680108802149791,kshape,not_applicable,geometric,30,3day,0.0953080683710745,2.2773,0.7814446149718379,0.9807797257005381,0.1352012132856804,0.19098094270423555
121,6,0.0634522439958087,kshape,not_applicable,geometric,30,3day,0.0868410414815779,2.5421,0.7704548435250254,0.9834185212709282,0.14081369772541918,0.23490458707026318
122,7,0.0639016982414164,kshape,not_applicable,geometric,30,3day,0.0747472738699318,2.7703,0.7715383692106803,0.9868007704453539,0.12079470510723653,0.23743078833320064
123,8,0.0640196017898345,kshape,not_applicable,geometric,30,3day,0.071816409512387,2.9365,0.7718226062034094,0.9788333333333333,0.13447333885505613,0.2668323813555874
124,9,0.0808978565158126,kshape,not_applicable,geometric,30,3day,0.0656405720854891,3.1453,0.8125120038525466,0.9922316769541527,0.12682045616425341,0.2878375303257025
125,10,0.0524891099617115,kshape,not_applicable,geometric,30,3day,0.0650633837267449,3.275,0.7440253739242624,0.9858732357995384,0.1335133361069607,0.3191798613085393
126,2,0.0776029704528211,kshape,not_applicable,geometric,30,full,0.1991520875682132,1.0,0.8045688289566664,1.0,0.15095377024955114,0.12171200589102453
127,3,0.054000459316814,kshape,not_applicable,geometric,30,full,0.1717189463697563,1.5795,0.7476688723721132,0.996553545766117,0.13689295800081136,0.13753543026204432
128,4,0.0664815046735719,kshape,not_applicable,geometric,30,full,0.1566321221791622,1.8345,0.777757659740418,0.91725,0.16950275174624146,0.20332998218778708
129,5,0.0704779250518533,kshape,not_applicable,geometric,30,full,0.1367239451376174,2.3002,0.7873920645165661,0.9906422188804187,0.20326584955132815,0.2505880069836245
130,6,0.0814877746853188,kshape,not_applicable,geometric,30,full,0.130027723260897,2.5117,0.8139341541500265,0.9716581959309981,0.1614404304064063,0.24731890952346156
131,7,0.0821641272934641,kshape,not_applicable,geometric,30,full,0.1212552372837155,2.6883,0.8155646770133588,0.957591781102496,0.18467725380540784,0.29340782298489143
132,8,0.0958333814461346,kshape,not_applicable,geometric,30,full,0.1143582364801894,2.8724,0.8485179489490564,0.9574666666666666,0.16314428907643186,0.3016378098643401
133,9,0.105116102197574,kshape,not_applicable,geometric,30,full,0.1099639711832724,3.0199,0.8708963477855113,0.9526723814052221,0.1951405111643889,0.35729087739236115
134,10,0.1085330726746742,kshape,not_applicable,geometric,30,full,0.098528771278761,3.2474,0.8791338387320188,0.9775648079192125,0.24595870772790301,0.42733129159315275
135,2,0.0418595641398139,kshape,not_applicable,geometric,60,weekly,0.1056541274897536,0.8956,0.718400104973248,0.8956,0.0318290621412058,0.027162244133701562
136,3,0.0121476538153898,kshape,not_applicable,geometric,60,weekly,0.0787855048274149,1.5037,0.6467718617849738,0.9487290704454007,0.0821020359752961,0.10034993355769654
137,4,0.0002424062209707,kshape,not_applicable,geometric,60,weekly,0.0677114945846258,1.8962,0.6180711838212052,0.9481,0.08733231271933795,0.1389589777006812
139,6,-0.0195868987499506,kshape,not_applicable,geometric,60,weekly,0.0555803309027655,2.4695,0.5702675164298141,0.9553330074657005,0.08166214126173266,0.17543100154765634
144,2,0.1391421607217419,kshape,not_applicable,geometric,60,3day,0.0755954041833914,0.9021,0.9529249608263926,0.9021,0.10077434607293924,0.09347818239618871
145,3,0.0796741464950199,kshape,not_applicable,geometric,60,3day,0.0650553522918944,1.5411,0.8095619344021413,0.9723258432289731,0.10794126744350618,0.12529369222722195
146,4,0.0435870134598967,kshape,not_applicable,geometric,60,3day,0.0532600190292981,1.9284,0.7225645682690529,0.9642,0.1339251770608908,0.1821414349594842
147,5,0.0304921501462361,kshape,not_applicable,geometric,60,3day,0.0465366403201033,2.2568,0.6909960139853838,0.9719508562600335,0.14096607744840872,0.2250922137420947
148,6,0.0297370601122953,kshape,not_applicable,geometric,60,3day,0.0408765066904753,2.4583,0.6891756741960673,0.9510002560246736,0.10913644398088386,0.21391573292237986
149,7,0.0185153238432117,kshape,not_applicable,geometric,60,3day,0.0405772395276666,2.5494,0.6621227770346264,0.9081146028131917,0.12398713240185305,0.2580514290873614
150,8,0.0067471539571228,kshape,not_applicable,geometric,60,3day,0.0387248296849099,2.7639,0.6337525603343968,0.9213,0.12764259916317408,0.2728857130653861
151,9,-0.0191526008406408,kshape,not_applicable,geometric,60,3day,0.0354254256602075,2.9807,0.5713145038474703,0.9403061582352217,0.1408506833710268,0.31266848103506106
152,10,-0.0174265502320118,kshape,not_applicable,geometric,60,3day,0.035446067919315,3.1066,0.575475595187616,0.935179784529724,0.1155864622646564,0.30931824891543386
153,2,0.0767819411523434,kshape,not_applicable,geometric,60,full,0.1409749570890889,0.993,0.8025895255137985,0.993,0.05162784666810914,0.04357816289234146
154,3,0.0718252682265075,kshape,not_applicable,geometric,60,full,0.1169274522614706,1.5838,0.7906401836552692,0.9992665437064744,0.10532781198614732,0.10537711347988074
155,4,0.0617265484557444,kshape,not_applicable,geometric,60,full,0.1112274372244248,1.9623,0.7662946081694737,0.98115,0.10710944531047856,0.14057102900167656
156,5,0.0734968822878964,kshape,not_applicable,geometric,60,full,0.0956768861758802,2.2937,0.7946700416212741,0.9878428212529416,0.13586302070666184,0.19878361928226917
157,6,0.0681094756279412,kshape,not_applicable,geometric,60,full,0.0887840889037864,2.5639,0.7816823047110633,0.9918519124686411,0.13259734250386504,0.224953948796625
158,7,0.0499749250617994,kshape,not_applicable,geometric,60,full,0.0826649941994601,2.7856,0.737964281067397,0.9922507404081066,0.14386407715635102,0.2531157633176637
159,8,0.0592224677101217,kshape,not_applicable,geometric,60,full,0.0767924296605918,2.938,0.7602578739894067,0.9793333333333334,0.14554810764551868,0.286009084013752
160,9,0.0709618359070849,kshape,not_applicable,geometric,60,full,0.0712519817992439,3.1245,0.7885586567700262,0.9856700075170094,0.13765851558116116,0.299751702488103
161,10,0.0649117076820917,kshape,not_applicable,geometric,60,full,0.0694071410737407,3.2952,0.7739732581508125,0.9919540417119509,0.1325105503400612,0.3225036536862089
